0	0.0	-0.8930337956955515	-0.8930337956955515	0.0	-0.8930337956955515	-0.8930337956955515
1000	2.099387463438874	-3.0069085321466793	-0.9075210687078055	1.0663223502960395	-1.9665290357489773	-0.9002066854529378
2000	1.159327382191643	-2.063241275987723	-0.90391389379608	1.4595469318920045	-2.440260702769825	-0.9807137708778205
3000	0.6122025209506917	-1.517021803735819	-0.9048192827851272	1.0777271636023682	-1.9658768172664787	-0.8881496536641104
4000	0.7024547775773553	-1.6073664987162861	-0.9049117211389308	1.2230674375723247	-2.161506152034439	-0.9384387144621144
5000	1.036217738604676	-1.944106833553522	-0.9078890949488461	1.421646642347154	-2.2732746537862436	-0.8516280114390895
6000	1.0744489130087855	-1.9791016534602683	-0.9046527404514828	1.2552337398751265	-2.135363622933879	-0.8801298830587525
7000	1.3171777534189333	-2.2225662199201275	-0.9053884665011941	1.1065123182035748	-1.9681412309258661	-0.8616289127222914
8000	0.8393654895800984	-1.7435987898066414	-0.9042333002265431	0.7245236043637242	-1.6314953138239214	-0.9069717094601973
9000	0.8762611354707731	-1.781148409540415	-0.9048872740696419	1.0142296434135614	-1.9015238845497795	-0.887294241136218
10000	1.3532403128314812	-2.263904611386713	-0.9106642985552316	1.2807390271044699	-2.1313213227539913	-0.8505822956495217
11000	0.9824343018549875	-1.8875653038151277	-0.9051310019601402	1.0359876838569129	-1.940686809967947	-0.9046991261110342
12000	0.783811174049255	-1.6881562580599947	-0.9043450840107397	0.5737920439290665	-1.4750115521979381	-0.9012195082688716
13000	1.5852909609686716	-2.493528650147572	-0.9082376891789007	0.8897213597062967	-1.839424032698372	-0.9497026729920753
14000	1.2475910918731459	-2.152340316419798	-0.904749224546652	0.9174544050486707	-1.7724573051355623	-0.8550029000868916
15000	0.6795545423493816	-1.5841299424583644	-0.904575400108983	0.8634622739171933	-1.8119117487586898	-0.9484494748414966
16000	1.3822709412728373	-2.286760128318685	-0.9044891870458477	1.002916380588336	-1.8835873402780554	-0.8806709596897193
17000	0.9569016244210793	-1.8625275090497802	-0.9056258846287009	1.3095995592353853	-2.1759068595774456	-0.8663073003420602
18000	1.0704592883151023	-1.9754234275620832	-0.9049641392469809	1.6447597207115308	-2.5014133277215858	-0.856653607010055
19000	1.1892867795067654	-2.095348105483816	-0.9060613259770507	1.0956497490328134	-1.9853469209048065	-0.889697171871993
20000	0.8544009697380399	-1.7598639680451924	-0.9054629983071525	1.0992827685367061	-2.0283818671371945	-0.9290990986004886
